position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
64	-1.13264329	-1.132246695	37.19594710	-0.956320304	-0.956149552	36.12077595	0.09058142	0.08962988	0.11197602	0.11175070
89	-1.165053323	-1.163943338	37.12363661	-1.0868873	-1.085624177	36.73433988	0.24436586	0.24209000	0.22169742	0.21899986
93	-1.128936709	-1.127358771	37.40651208	-1.16067961	-1.159348467	37.68101238	0.16640585	0.16385846	0.30841025	0.30520699
136	-1.249719549	-1.248426882	36.17897366	-1.31739976	-1.316413645	36.59187008	0.28752783	0.28674890	0.16599020	0.16541638
150	-1.458468107	-1.459875561	35.35844899	-1.420817408	-1.424233606	34.16679889	0.25588640	0.25767012	0.26320972	0.26498030
194	-1.339347924	-1.338840505	36.19760583	-1.477492082	-1.478345592	35.22973662	0.24136143	0.24342851	0.28842257	0.28973213
221	-1.184086705	-1.18516273	33.68987343	-1.209119213	-1.209606365	33.61580640	0.05608289	0.05833751	0.11733091	0.12012521
223	-1.165866515	-1.166379349	35.80765287	-1.166611772	-1.166698269	35.46407178	0.08040828	0.08087548	0.08802051	0.08840135
241	-1.202981039	-1.204012366	35.08600996	-1.174569765	-1.175007956	35.34252860	0.06362395	0.06596626	0.09367441	0.09637450
258	-1.468865381	-1.469699958	34.72671029	-1.556552222	-1.557299999	34.31165456	0.10753427	0.10825243	0.19465093	0.19603362
327	-1.450959953	-1.452156782	34.55856634	-1.444943432	-1.446181119	33.41533495	0.06992438	0.07196007	0.19783047	0.20031715
344	-1.05902078	-1.058885069	37.79346094	-1.166869188	-1.166905545	37.09093967	0.01164629	0.00960411	0.04187845	0.04311016
431	-1.71118089	-1.710895004	40.82261142	-1.778844686	-1.779310765	40.00174366	0.12514460	0.12625880	0.14487534	0.14517389
471	-1.094839829	-1.09447224	34.45592742	-1.115704067	-1.115822578	33.88915070	0.10056326	0.10068738	0.06831628	0.06786185
509	-1.171697874	-1.171587667	38.37493372	-1.155829268	-1.155653887	36.26444409	0.01265591	0.01325158	0.00137161	0.00193434
555	-1.107030602	-1.106804904	38.38102863	-1.131615702	-1.131665476	37.10379898	0.13568601	0.13525323	0.08788203	0.08762772
571	-1.187834702	-1.187940309	40.72066092	-1.192208533	-1.192402988	39.01283624	0.00655760	0.00547233	0.01328044	0.01469413
680	-1.290443904	-1.289899617	36.55680662	-1.316337764	-1.316358105	36.29733900	0.09244236	0.09230969	0.04176526	0.04186497
856	-1.512824921	-1.512122421	36.70516235	-1.573338962	-1.573857421	35.90112812	0.04875887	0.05208367	0.02662069	0.02937133
900	-1.399344628	-1.401059038	40.43739971	-1.229924341	-1.233094086	39.92266592	0.37024485	0.37045486	0.37329621	0.37308917
979	-1.16316022	-1.162998512	36.44660520	-1.042592188	-1.043732972	34.78605236	0.00556282	0.00710079	0.02956133	0.03120380
1002	-1.080203367	-1.080638262	38.56449532	-1.131462508	-1.131567681	37.42721655	0.09354876	0.09416456	0.10616126	0.10681237
1142	-1.211928917	-1.21014695	39.35631161	-1.272481522	-1.271929497	39.42798141	0.08502829	0.08384244	0.14479166	0.14312179
1152	-1.3406492	-1.340695961	39.85488767	-1.382043095	-1.381756087	38.89636829	0.15186370	0.15129721	0.21577876	0.21510663
1259	-1.055944182	-1.056235559	32.48196536	-1.122616019	-1.122563857	31.46424463	0.22799168	0.22839957	0.23890911	0.23905279
1317	-1.176538167	-1.176416295	32.96435014	-1.189918571	-1.189637023	33.07731001	0.03970941	0.03865298	0.05570882	0.05434715
1353	-0.77587177	-0.775836786	38.62288711	-0.924939064	-0.924236011	38.16981652	0.47120195	0.47158723	0.32729130	0.32691697
1367	-0.695875949	-0.692679057	33.70122634	-0.603456849	-0.601871367	33.36417291	1.11312993	1.11260860	0.86480520	0.86426106
1391	-0.66864436	-0.670939361	38.16194887	-0.922329948	-0.923321783	38.68272356	0.64782589	0.64974149	0.56691325	0.56795615
1441	-1.153574873	-1.153100646	39.70850684	-1.103128976	-1.102811444	40.04150442	0.01702938	0.01460051	0.03223723	0.03011782
