position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
48	-1.6420748	-1.641417494	39.73916655	-1.176594191	-1.173756658	39.08532574	0.21412493	0.21334418	0.17469731	0.17366536
199	-0.598714882	-0.604764332	40.50297141	-0.710161208	-0.718114053	40.08999478	0.76247591	0.76674000	0.54650879	0.55149264
277	-0.951779332	-0.955423344	35.78584580	-1.067143215	-1.06851339	35.49001034	0.13908548	0.14244663	0.21617121	0.21904867
363	-1.272702804	-1.270559877	44.18010729	-1.307288147	-1.306274883	44.55426318	0.14470649	0.14251465	0.22060668	0.21788165
532	-1.788972874	-1.789326249	37.83567003	-1.744725678	-1.7443895	37.75631520	0.01266677	0.00837674	0.00557868	0.00998703
585	-1.418538416	-1.422878976	36.35247880	-1.441333006	-1.44639767	35.78618052	0.44775215	0.45562295	0.33163279	0.33832775
603	-1.212378796	-1.212672263	37.89830418	-1.1411222	-1.141554095	37.94462885	0.06561885	0.06655278	0.04297771	0.04401426
614	-1.412235613	-1.41486029	37.28991687	-1.556920275	-1.559479258	35.32409821	0.36369920	0.36943391	0.30256632	0.30753272
632	-1.490625761	-1.491832078	37.00792220	-1.30683214	-1.308041542	36.14030332	0.33268395	0.33666491	0.28732831	0.29244918
714	-1.438164268	-1.443497691	36.19361947	-1.455590473	-1.460958568	36.69307280	0.41658655	0.42336317	0.40600931	0.41089922
867	-0.872133887	-0.878014066	37.01971393	-0.86865106	-0.875678373	36.93634752	0.79398307	0.80195048	0.79771177	0.80320149
1019	-1.244314853	-1.253590456	48.18950254	-1.283606512	-1.282756521	46.98734705	0.27810526	0.27445441	0.17540630	0.17313908
1029	-1.122924367	-1.118983155	38.77024651	-1.17363392	-1.174851304	37.59004320	0.05163547	0.05555427	0.07304158	0.06916272
1099	-0.927034925	-0.93072501	42.94555517	-0.978450761	-0.983210684	41.94414002	0.40426014	0.41087411	0.39162514	0.39618768
1156	-1.785017939	-1.784332517	37.11469194	-1.698286529	-1.698148443	37.09132819	0.25630885	0.25758544	0.21683613	0.21607268
1205	-0.59620978	-0.594359171	40.41995254	-0.269411542	-0.269515924	41.18043469	0.97561374	0.97696534	0.99582399	0.99879086
1354	-0.361444729	-0.366838996	36.24255821	-0.07860004	-0.082727686	34.73028008	1.24818121	1.25703922	1.19574440	1.20302516
1396	0.075074547	0.086192219	34.93878941	-0.465473321	-0.485609743	34.41459139	1.24699648	1.25957163	1.12965369	1.14164457
1427	-0.41834735	-0.436394096	35.00327891	-0.076152529	-0.08916464	34.26504843	1.21480067	1.22723912	1.01787418	1.02795712
1432	-0.371966639	-0.384632978	35.31641538	-0.500951944	-0.513686525	35.12874628	1.09575722	1.10469732	1.02142245	1.03178681
1435	-0.387131903	-0.397890642	34.41244089	-0.559277983	-0.571768639	34.51493329	1.18068004	1.19280392	0.99261170	1.00348297
1524	-1.461100912	-1.462484522	37.09606066	-1.279182139	-1.272361632	35.30811663	0.29044737	0.29253379	0.20878015	0.20951529
1540	-1.572603335	-1.570360606	39.34205399	-1.544618614	-1.54276704	40.56358068	0.22522103	0.22530229	0.25899361	0.25886797
1664	-1.429149675	-1.430268167	39.47515948	-1.374603326	-1.375046216	38.53496691	0.29890016	0.29931781	0.20862701	0.21019883
1687	-1.188538978	-1.18778182	34.56226227	-1.15879054	-1.158856102	35.39098853	0.00024324	0.00106689	0.00535950	0.00523673
1841	-1.698071741	-1.697680113	37.79104256	-1.668305003	-1.669032875	36.56492602	0.12381518	0.12640551	0.04402894	0.04673000
1877	-1.232972681	-1.233133561	41.11459157	-1.398471057	-1.399056964	38.66664588	0.14213911	0.14282799	0.25716703	0.25849287
1892	-1.094233477	-1.095041454	37.38060279	-1.070097036	-1.070611257	36.68204945	0.10938229	0.11142297	0.16335717	0.16467913
1898	-1.026485977	-1.027910802	38.29687329	-1.085358019	-1.085277146	37.08810956	0.18575702	0.18691287	0.23350005	0.23507019
1899	-1.032020558	-1.03051091	38.04010577	-1.049404019	-1.04978263	36.13136914	0.21963851	0.22135482	0.19770173	0.19820418
1926	-1.572411831	-1.571137859	41.76917166	-1.52609779	-1.525920603	41.33989211	0.19319143	0.19234516	0.18809873	0.18682999
1951	-0.750782046	-0.761925128	36.14714707	-0.875836304	-0.880008329	34.92762768	0.41949854	0.42542065	0.36835933	0.37166014
1989	-1.159420998	-1.164434045	39.92357132	-1.228161262	-1.23257809	38.24265128	0.51381780	0.52166523	0.46129737	0.46909401
2039	-0.98118331	-0.984606234	36.26135128	-0.673221691	-0.680155472	34.81580690	0.57003476	0.57589071	0.53707799	0.54139950
2044	-1.030475783	-1.035212577	37.09340931	-0.78866992	-0.795641471	38.05946846	0.45546414	0.46094385	0.57827106	0.58387292
2264	-1.637644699	-1.636944416	39.53696788	-1.71404278	-1.714129103	38.65957467	0.09472148	0.09695433	0.09845923	0.10052219
2306	-1.18335198	-1.183544363	38.94043694	-1.131042383	-1.131022974	39.07832745	0.09967136	0.10211171	0.07978187	0.08148809
2310	-1.018997792	-1.024124682	43.10583692	-1.035467203	-1.038316858	42.67307186	0.58222868	0.58640185	0.38969433	0.39179605
2523	-0.545082622	-0.547000282	38.49025048	-0.152668751	-0.167013142	38.27989843	0.86939404	0.88193233	0.67921302	0.68799948
2610	-1.478801288	-1.477351102	41.37621190	-1.45044674	-1.449480714	38.75339452	0.48289976	0.48150157	0.27577225	0.27417062
2685	-1.15483486	-1.162401432	34.55874704	-1.299085064	-1.300080688	34.44723720	0.34168591	0.34335177	0.37967406	0.38119400
2797	-1.424703986	-1.426061401	33.66869963	-1.311784188	-1.31137356	33.49702581	0.42291583	0.42420832	0.32887746	0.33056250
2842	-1.236631126	-1.236414663	34.94202536	-1.447372046	-1.448488564	32.99914616	0.48813801	0.49071882	0.46644042	0.46828309
2878	-1.451170563	-1.452904598	42.25689128	-1.389515036	-1.394190944	43.01340678	0.10656496	0.10875164	0.14937799	0.15195538
2887	-1.672739534	-1.671156335	36.04640467	-1.5708539	-1.571084928	36.92937369	0.41255394	0.41102035	0.27157111	0.27083299
2903	-1.515079976	-1.516340092	39.84957435	-1.574030706	-1.574026875	40.10362459	0.02916135	0.02920114	0.00412104	0.00432642
2922	-1.459991434	-1.457439226	36.26573134	-1.607703885	-1.608222144	35.09767529	0.03196520	0.03640583	0.14299826	0.14540895
3154	-1.394666359	-1.394484033	35.85175629	-1.331059897	-1.329278159	36.96386557	0.02929840	0.02446742	0.01290187	0.01690561
3190	-0.58228372	-0.560804099	43.45335654	-0.872038882	-0.870473502	40.95181562	0.84676034	0.84179240	0.47837214	0.47439064
3286	-1.559013319	-1.558766511	40.69513259	-1.507163242	-1.506795385	40.66697546	0.01046682	0.01057425	0.03584187	0.03518598
3306	-1.460103815	-1.459086544	37.46165339	-1.494239946	-1.494060953	37.90717573	0.12463489	0.12416787	0.13735794	0.13702210
3400	-1.431823098	-1.43299244	37.13379162	-1.41569113	-1.415602246	36.89718004	0.03644666	0.03968432	0.02527030	0.02829411
3517	-0.904777286	-0.906744555	36.50767152	-0.99429699	-1.000669532	37.12073696	0.49996800	0.50069208	0.51911536	0.52070849
3536	-1.362246053	-1.361981564	37.54541308	-1.236613898	-1.236724173	38.45819748	0.41170854	0.41291545	0.17880752	0.17892066
3570	-1.06824444	-1.069736221	46.11324575	-1.000888482	-0.996460744	45.69428344	0.40475230	0.40410622	0.41818308	0.41612024
3690	-1.356577024	-1.356437198	34.36667223	-1.338861605	-1.339433622	34.74819468	0.06783074	0.06868617	0.11574752	0.11646472
3791	-1.234302934	-1.234501361	33.29377750	-1.153124653	-1.153964807	33.69850125	0.18323582	0.18602236	0.11379750	0.11570255
3799	-0.747435634	-0.747580592	33.64589392	-0.676769344	-0.677200517	34.35444873	0.95388742	0.95558092	0.65324399	0.65451758
3838	0.363685751	0.335032745	35.01893613	-0.262703788	-0.259226434	35.59379137	1.33781591	1.33497675	1.11881235	1.11522319
3907	-1.545878321	-1.547603775	36.97268039	-1.602735074	-1.602279822	36.52332823	0.39374244	0.39384440	0.39023439	0.39018509
3917	-1.432845383	-1.431837093	41.52393892	-1.397151178	-1.395425827	41.89166816	0.18846232	0.18530001	0.13342325	0.13027590
4163	-1.418504368	-1.423898445	39.83985876	-1.365125823	-1.367048228	41.06090150	0.51608691	0.51926712	0.40968857	0.41396751
4164	-1.104368661	-1.103438126	38.89798696	-1.076616191	-1.075643486	38.72493798	0.09758554	0.09796233	0.01137233	0.01118919
4165	-1.097948664	-1.097539587	39.51444766	-1.099703195	-1.098770869	38.57968268	0.12862487	0.12932528	0.03203804	0.03227854
4448	-1.109139229	-1.110103577	36.50280604	-1.070121881	-1.072412228	36.45159786	0.22162377	0.22462753	0.17501095	0.17815376
4451	-1.135528223	-1.136815667	35.41406426	-1.041097983	-1.043065693	35.17415902	0.17922656	0.18181631	0.12761918	0.13141924
4464	-1.273406487	-1.272918759	38.25693642	-1.188764542	-1.186719134	38.48783363	0.08714868	0.08507004	0.03787511	0.03586456
4475	-1.386275708	-1.386291262	36.04742305	-1.304436016	-1.304518359	36.30700831	0.21673979	0.21786020	0.18487410	0.18473415
4552	-0.267137001	-0.252695845	38.51183496	-0.898933796	-0.899019467	38.63460417	0.86979028	0.87173066	0.87291907	0.87414985
4593	-1.637594143	-1.637592694	36.29058529	-1.696078957	-1.696172	35.74217873	0.05123953	0.05244627	0.02662644	0.02852770
4605	-1.146711207	-1.146199612	37.73383919	-1.051335864	-1.049810095	37.67465924	0.04887566	0.04876664	0.09507254	0.09436321
4642	-1.18096061	-1.178825355	33.84107577	-1.141297673	-1.137282337	31.95048968	0.44488548	0.44301004	0.38528325	0.38410128
4745	-1.351867659	-1.347624492	40.63525004	-1.347350594	-1.345998426	40.26610861	0.43223149	0.43019135	0.40084370	0.39902763
4754	-1.349820354	-1.354180305	44.38698928	-1.419681644	-1.420134733	44.66378674	0.08624186	0.09051050	0.23301257	0.23873872
4772	-1.184215984	-1.186759783	34.09298766	-1.355330268	-1.3566387	33.56274010	0.17275417	0.17599671	0.27272632	0.27668010
4863	-0.932837733	-0.934765963	37.52493831	-1.192708005	-1.193356604	37.10205402	0.09020698	0.09330880	0.09857587	0.10117012
4883	-0.096351712	-0.097997512	36.31976896	-0.501531229	-0.505664899	36.31615086	1.01061159	1.01359806	1.11871959	1.12211153
4897	-0.11781041	-0.12179858	35.88558978	-0.190638342	-0.192511695	36.10009164	1.58001145	1.58699996	1.06547070	1.06786712
4915	-0.834926456	-0.835155404	44.68473108	-0.870214403	-0.866375058	43.32362419	0.61149948	0.61147676	0.56949110	0.57055614
4940	-0.230352341	-0.233762494	35.21598263	0.11341277	0.103142449	35.86338930	1.53268310	1.53909369	1.34136787	1.34342205
5173	-1.338100562	-1.337505239	36.51039233	-1.328045465	-1.325923483	35.30787940	0.06702190	0.06430393	0.03765135	0.03530868
5219	-1.569982325	-1.569140712	40.50857511	-1.589247295	-1.589312776	39.60553149	0.01124541	0.00989994	0.05616046	0.05548629
5311	-0.94899379	-0.944615682	43.05429307	-0.870017452	-0.862348496	43.84066900	0.62325761	0.61427904	0.44290884	0.43576411
5321	-1.592478724	-1.594534153	38.06929274	-1.69819777	-1.701007768	36.97590922	0.25973974	0.26415403	0.30398111	0.30658758
5408	-1.314898177	-1.314250867	34.84865266	-1.287431677	-1.28807103	34.16747706	0.21162414	0.21159971	0.19845978	0.19873918
5764	-1.530109838	-1.529141457	34.78226720	-1.522762894	-1.52241732	35.25007934	0.04277007	0.04188692	0.05875672	0.05942417
5799	-1.151125091	-1.149975869	36.94927598	-1.136350806	-1.135367574	37.93303349	0.08495981	0.08283638	0.04172663	0.03998024
5905	-1.117803129	-1.115119582	36.48103896	-0.963367607	-0.959370003	36.79306448	0.63815129	0.63436296	0.50468880	0.50352663
5954	-0.83142871	-0.835928381	40.22616513	-0.781001524	-0.772059984	39.96992425	0.59920619	0.59316039	0.48501749	0.48171247
5967	-1.052667231	-1.04966627	40.21269814	-0.855729198	-0.849032467	40.00717208	0.55643824	0.55373716	0.49778216	0.49389374
6025	-1.621346575	-1.621095183	36.58363500	-1.603549613	-1.603999756	35.46652662	0.02126526	0.02479401	0.00812404	0.00524567
6175	-0.757799648	-0.753331896	40.57018191	-0.818838915	-0.815165964	39.81364968	0.43895509	0.43606101	0.48838892	0.48479113
6261	-1.610262342	-1.610513718	35.26522554	-1.499075618	-1.500469478	34.96053518	0.14178537	0.14526883	0.08017376	0.08218421
6287	-1.444962938	-1.446221297	35.84227566	-1.341167368	-1.343843058	35.49211723	0.48670026	0.48779958	0.61320166	0.61243085
6446	-1.646132482	-1.646769445	39.20675937	-1.743775664	-1.744535968	39.30814045	0.14953558	0.15154186	0.17803804	0.17994665
6495	-1.417318979	-1.4186605	35.56952906	-1.507543385	-1.506515111	35.40895745	0.48917204	0.49014115	0.54169232	0.54322138
6505	-1.346310742	-1.347770496	36.32795997	-1.34002493	-1.343492777	36.40003227	0.47284521	0.47857562	0.39110828	0.39482787
6576	-1.397237365	-1.399170728	36.64384566	-1.362271863	-1.363639177	37.42615309	0.50194831	0.50950281	0.44919249	0.45470108
6617	-1.394938146	-1.397689027	35.64799493	-1.377361871	-1.379198787	36.42050875	0.51367934	0.52148372	0.40753070	0.41308702
6716	-1.198118335	-1.195984974	35.95193070	-1.468148758	-1.468965276	36.43750696	0.38569159	0.38716250	0.22239919	0.22323186
6834	-1.080586228	-1.080935074	40.80505253	-0.980633738	-0.978390875	40.79983425	0.42487273	0.42415024	0.31474574	0.31380743
6879	-1.051540561	-1.052300303	41.12679132	-0.96670537	-0.966065178	40.41659013	0.22404998	0.22410478	0.27239895	0.27270840
6944	-1.23569506	-1.233421462	39.75144394	-1.127296587	-1.124536951	37.79622749	0.35784233	0.35408851	0.25835350	0.25701796
7037	-1.135681743	-1.134351445	35.93981352	-1.059881067	-1.060196292	34.34811103	0.40161842	0.40055316	0.23359262	0.23360882
7171	-0.830903198	-0.829981986	43.07690450	-0.723326758	-0.721096933	41.69200508	0.54701792	0.54662078	0.42885481	0.42912666
7210	-1.078162433	-1.075536814	40.72777872	-1.094210605	-1.093280195	39.44723857	0.21245876	0.21168902	0.27644526	0.27476570
7281	-1.395481006	-1.394882512	32.25527324	-1.469578712	-1.469410039	31.00973423	0.02731563	0.03029693	0.05865028	0.06071766
7354	-1.350442364	-1.345492229	39.19498761	-1.233710826	-1.22915342	39.38344629	0.53306324	0.52869629	0.44997138	0.44376253
7421	-1.378047807	-1.372801127	42.57377225	-1.333187923	-1.32659098	41.66871569	0.38495815	0.37861786	0.33956793	0.33272988
7529	-1.063453196	-1.061001359	45.49528362	-0.939165772	-0.940656724	45.94284796	0.31509803	0.31368208	0.25335513	0.25038795
7559	-0.223529709	-0.226938154	41.26640228	-0.304706637	-0.307685964	41.47956383	0.97586957	0.97782490	0.87040650	0.87302563
7587	-1.775567524	-1.775308651	38.55902046	-1.715958785	-1.714298711	38.24178564	0.11043744	0.11028894	0.01605960	0.01547127
7697	-1.090664566	-1.084572081	41.22105025	-1.221457118	-1.216299665	39.73684767	0.29154105	0.28679941	0.26029933	0.25821761
7806	-1.391395615	-1.392386319	41.55882030	-1.360983282	-1.361070393	39.65598975	0.16543373	0.16766889	0.09901891	0.10123721
7987	-1.195911296	-1.19593621	43.76700653	-1.20129386	-1.200551779	42.19298660	0.06733316	0.06551337	0.00318651	0.00448878
7999	-1.203206726	-1.202081338	38.57199217	-1.136409562	-1.136107956	37.40783356	0.02164541	0.02287455	0.01106151	0.00881996
8000	-1.41309736	-1.411923683	34.91351259	-1.267809708	-1.262373052	35.58694384	0.50085964	0.49886368	0.45507398	0.45218661
8006	-1.169256648	-1.168814279	42.02019997	-1.13610749	-1.134830969	39.70616499	0.17417418	0.17287294	0.15007576	0.14945255
8016	-1.01993237	-1.017788328	38.91749891	-1.021522152	-1.018278874	37.78182630	0.16792073	0.16605513	0.18379293	0.18130669
8046	-1.16794199	-1.168866939	39.41215428	-1.12739126	-1.128097211	39.55449352	0.08890180	0.08996817	0.15633004	0.15798021
8084	-1.056705146	-1.057818963	42.86780162	-1.060441996	-1.060821949	40.32654017	0.24462030	0.24742662	0.14076308	0.14276905
8232	-1.009564955	-1.00435264	40.67866556	-1.004292404	-1.000361978	39.79872811	0.23603282	0.22993131	0.18724770	0.18264178
8367	-1.333152697	-1.335567959	40.75878443	-1.379525166	-1.380537371	39.96533213	0.12329216	0.12873811	0.21804249	0.22216764
8384	-1.29301508	-1.291696869	40.29516223	-1.251579708	-1.248488837	38.55322746	0.12596165	0.12169257	0.09224969	0.08856791
8429	-1.260805566	-1.262408167	45.31321426	-1.249735661	-1.252100685	43.91762411	0.22988093	0.23446681	0.36691168	0.37088296
8655	-1.109194997	-1.106419164	40.43813510	-0.932887967	-0.925965832	39.46462235	0.60069324	0.59500817	0.43886010	0.43429127
