position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
26	-0.888295836	-0.886160651	44.52491190	-0.931704985	-0.93031372	43.71851784	0.52162914	0.51958073	0.28572812	0.28384186
62	-0.894983133	-0.899332649	40.05898726	-0.863756252	-0.869415033	39.22316517	0.95072228	0.95516283	0.87379775	0.87845803
65	-1.234266435	-1.23392185	40.87796619	-1.275078364	-1.274720453	39.49238553	0.15247547	0.15108893	0.10139452	0.10017710
146	-1.292705441	-1.292256718	38.24769931	-1.271854326	-1.2706398	37.35236263	0.32240485	0.32051199	0.23526994	0.23380501
186	-1.451650373	-1.451459397	36.96766359	-1.464984086	-1.464967812	35.66999119	0.10931706	0.10894013	0.09535919	0.09496764
249	-0.917917484	-0.91826879	40.62476790	-0.916711247	-0.917270315	38.83659507	0.50728639	0.50867506	0.33161793	0.33270186
350	-1.15719625	-1.157511816	39.35262100	-1.113201382	-1.113279431	39.01114790	0.16178180	0.16150150	0.12066581	0.12018031
480	-1.100129354	-1.100464459	35.36871924	-0.963977448	-0.964228934	34.25514294	0.40021400	0.40044168	0.37189752	0.37239778
490	-1.469659432	-1.47012926	38.72411586	-1.349518827	-1.348489072	38.80136222	0.03365151	0.03456194	0.02884671	0.03002291
510	-0.932516588	-0.932988051	34.72558083	-0.833041899	-0.833443406	34.76272672	0.68047295	0.68096624	0.35117275	0.35155524
772	-0.912907379	-0.911602234	40.11237574	-0.917482455	-0.915777649	38.36780805	0.46566007	0.46321192	0.31474169	0.31258891
965	-1.218713131	-1.218846245	37.24257745	-1.200855664	-1.201456447	37.13650751	0.23750164	0.23781263	0.09751317	0.09767450
1050	-0.964507457	-0.967816977	44.65847867	-0.935460537	-0.938308682	42.73726220	0.62421049	0.62936137	0.46351042	0.46720297
1055	-1.606716885	-1.606722663	40.85463527	-1.499453808	-1.500277566	41.44187652	0.12834658	0.12882998	0.01927593	0.01976600
1087	-0.009980813	-0.009949988	40.25932393	-0.034308295	-0.032494023	39.06981107	1.78685348	1.79036189	1.21732278	1.21861794
1090	-1.66922601	-1.670000695	39.55679459	-1.601083134	-1.60160242	40.14041112	0.12247368	0.12309442	0.10028583	0.10125099
1123	-1.697228087	-1.697753837	41.70538525	-1.490504843	-1.491302128	40.76915265	0.20756525	0.20826408	0.01014794	0.01065117
1125	-1.274863472	-1.275090202	33.26073331	-1.260142937	-1.260228656	32.77456620	0.19187111	0.19165242	0.10243626	0.10234158
1316	-1.162968895	-1.163224855	34.83640600	-1.149751011	-1.149979841	32.82854473	0.07925067	0.07878741	0.15610648	0.15539582
1321	-1.066771383	-1.066373964	35.90125746	-1.079842605	-1.080052437	36.21386729	0.04949541	0.04866866	0.11724856	0.11593981
1358	-1.062709644	-1.062810156	36.00441498	-1.017852702	-1.017147767	34.09291051	0.11210192	0.11164140	0.05350126	0.05333312
1438	-1.455823711	-1.457899799	40.47764550	-1.559791402	-1.56070247	39.23411345	0.00146804	0.00295752	0.00878510	0.00727686
1452	-0.975460536	-0.975987519	37.20751284	-1.10089547	-1.101266494	36.85869740	0.14582441	0.14551097	0.08276672	0.08258425
1486	-1.708122968	-1.708752686	39.02688006	-1.647393444	-1.647963869	40.62564781	0.02442271	0.02419560	0.06303848	0.06299984
1566	-1.016003051	-1.0165472	35.52343689	-1.036534723	-1.036389451	34.97532283	0.17162394	0.17193498	0.21420430	0.21467459
1598	-1.333840771	-1.336383947	41.99614102	-1.474252903	-1.475690534	41.45270697	0.24286376	0.24628305	0.22867630	0.23139470
1601	-1.083476567	-1.083972213	44.21802849	-1.101096872	-1.10119573	44.29560213	0.30960607	0.30999824	0.21169677	0.21212592
1639	-1.472422622	-1.473019261	43.76658591	-1.431290374	-1.431430491	42.96570043	0.08112250	0.07999489	0.03312857	0.03263285
1658	-1.414833273	-1.415317372	39.57985812	-1.353399433	-1.354049763	37.18893861	0.53907507	0.53949173	0.49926068	0.49980419
1728	-1.317586893	-1.316822143	38.34271907	-1.239163176	-1.235992508	38.25430374	0.54778512	0.54660727	0.60664275	0.60621466
1840	-1.047304488	-1.047669175	37.97273855	-1.118557044	-1.118014655	36.97106982	0.20533845	0.20349205	0.18236997	0.18134766
1954	-1.117092175	-1.11790967	35.33158843	-1.087144912	-1.087631206	34.42910458	0.03232666	0.03353635	0.07269639	0.07411937
1970	-1.046397295	-1.045051094	36.53930310	-1.045179256	-1.04415885	37.56060366	0.32180665	0.32004417	0.35106034	0.34948708
2107	-1.467072904	-1.467261253	40.01485743	-1.474507347	-1.474900052	40.37981035	0.03965119	0.04016922	0.12543523	0.12592917
2139	-1.138011101	-1.137970143	46.60907987	-1.159192909	-1.159047336	44.89593362	0.42536231	0.42535598	0.32262237	0.32271815
2289	-1.107010188	-1.107510943	35.60101146	-1.076479379	-1.076313211	35.95721011	0.12136781	0.12025634	0.07293963	0.07233665
2316	-1.100109965	-1.100929887	43.78236564	-1.103038975	-1.103572409	43.38835724	0.03389070	0.03571276	0.02219610	0.02373846
2329	-1.123237202	-1.123575736	41.18253464	-1.080606584	-1.081502524	40.33885461	0.10581233	0.10724024	0.00290939	0.00410957
2400	-0.782221289	-0.778173757	40.57083398	-1.120927358	-1.122630677	40.76544322	0.64310009	0.64373273	0.54248423	0.54398355
2655	-1.641107444	-1.641753179	37.14635222	-1.619041437	-1.619782325	36.75925606	0.12524046	0.12701108	0.03057992	0.03161973
2758	-1.225474104	-1.22607445	35.05665589	-1.183197686	-1.183652552	34.96304014	0.19974709	0.20058601	0.18057729	0.18165334
2862	-1.390202698	-1.39103088	34.19646743	-1.422758112	-1.424171023	34.26714446	0.31959764	0.32036548	0.36637819	0.36659982
2903	-1.130264257	-1.130782182	45.96735730	-1.05424535	-1.054632684	44.63093057	0.08325283	0.08380533	0.09833865	0.09895983
