position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
59	-1.058066304	-1.058752007	37.12688501	-0.969536263	-0.97061282	36.67381148	0.12169688	0.12308127	0.19209378	0.19382561
302	-1.173497008	-1.172986521	32.46052620	-1.113768477	-1.113107293	32.59183744	0.08833638	0.08638116	0.02146521	0.01991151
373	-1.118028626	-1.11813204	39.53028627	-1.154477529	-1.15318209	37.46126645	0.32784921	0.32741948	0.44644170	0.44563047
492	-1.119187551	-1.122243839	39.24582517	-1.114846117	-1.120095188	37.22549383	0.41059786	0.41347753	0.38564892	0.38827624
493	-1.354015718	-1.35383269	42.15458773	-1.325202856	-1.324880004	41.00133796	0.17204084	0.17052028	0.14844989	0.14747571
498	-1.28894726	-1.29172764	38.52489363	-0.989921006	-0.997692216	38.20709268	0.40653368	0.40939226	0.43005626	0.43280004
685	-1.782048312	-1.781939323	37.20331876	-1.740027405	-1.740332218	39.57087245	0.07880056	0.07959540	0.07092820	0.07108931
705	-1.622826094	-1.621379983	37.13272074	-1.488092342	-1.488168795	37.13792462	0.33300582	0.33207312	0.24625241	0.24458170
706	-1.115709996	-1.113973661	42.18200980	-1.107861261	-1.107722592	41.03880981	0.43537872	0.43483455	0.37849881	0.37777122
721	-1.231272453	-1.230926914	35.74947170	-1.233084448	-1.232761616	35.06897691	0.00858726	0.00825002	0.06331378	0.06225158
1065	-1.47880109	-1.478482919	36.52199186	-1.396307023	-1.395516273	36.14927216	0.02625235	0.02571968	0.06453943	0.06408654
1073	-1.267793314	-1.267041064	34.36289941	-1.270754806	-1.270036837	35.58569005	0.18084296	0.17965755	0.16200034	0.16078881
1074	-0.858377429	-0.863780389	35.28710118	-0.981916841	-0.980508879	35.68750675	0.51623201	0.51685809	0.46892433	0.46971776
1208	-1.480448156	-1.480752926	42.84422632	-1.40806612	-1.407944409	42.93562086	0.11044684	0.11168324	0.15977119	0.16098320
1218	-0.887829578	-0.894082413	36.71358271	-1.051915408	-1.052719423	35.54242537	0.35649497	0.35763649	0.37445699	0.37576877
1424	-1.486135243	-1.485875324	35.40702234	-1.355217559	-1.355385615	36.25408389	0.09133386	0.09059946	0.06603169	0.06482267
1438	-1.275317861	-1.275809866	38.91420097	-1.16554445	-1.166168992	37.39221821	0.22299816	0.22293959	0.17988857	0.17962324
1459	-1.53986796	-1.539169295	31.95577760	-1.512179715	-1.511982671	32.30883785	0.02000700	0.02037240	0.00736245	0.00761983
1474	-1.472027094	-1.471934895	35.21787815	-1.412204367	-1.411100771	34.63042264	0.06834622	0.06632290	0.08488803	0.08313856
