position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
27	-1.038345168	-1.040644125	40.75016342	-0.896539514	-0.898966981	41.18132827	0.58052556	0.58562563	0.43110960	0.43504427
31	-1.221244858	-1.222708051	41.21211850	-1.220124764	-1.220177762	40.58440754	0.06570042	0.07202495	0.09045055	0.09632331
37	-1.284376511	-1.283276312	38.95101738	-1.371830205	-1.371684046	38.05338831	0.32799463	0.32821221	0.27937927	0.27852851
84	-1.107186215	-1.106087264	39.07844841	-1.170490163	-1.170304938	38.15695514	0.06196615	0.05947311	0.05231124	0.04998679
149	-1.552625605	-1.552893549	40.66099126	-1.539648294	-1.538198728	41.74085272	0.08998214	0.08706911	0.00988661	0.00787805
243	-1.438711558	-1.441858813	38.08350433	-1.556311535	-1.55776056	38.20217116	0.21275252	0.21625930	0.31740157	0.32058339
271	-1.592854304	-1.590532017	39.51660439	-1.613257518	-1.612125451	38.48078707	0.05567717	0.05218047	0.12295036	0.11904466
346	-0.785178562	-0.778499214	40.52377224	-0.611267103	-0.602150772	41.35954032	0.65131185	0.64336014	0.73648404	0.72630737
541	-1.524116359	-1.524663534	36.21990743	-1.516647229	-1.516849561	34.92270727	0.34503704	0.34654993	0.13221236	0.13397034
570	-0.953635386	-0.959915642	43.57715107	-0.912999896	-0.920204188	42.56442236	1.00153234	1.01208234	0.89973904	0.90891640
572	-1.023352483	-1.023513501	37.04008561	-0.977664309	-0.976866772	36.20969808	0.33777332	0.33867015	0.29221038	0.29327497
714	-1.617165986	-1.616126829	37.83915150	-1.635305307	-1.635024943	37.58163408	0.02778300	0.02835137	0.00700718	0.00802995
721	-0.931703714	-0.929503315	32.38731072	-0.938794157	-0.937269545	32.35070389	0.29819231	0.29625873	0.23669984	0.23621701
776	-0.843903131	-0.840662047	33.07544159	-0.771743868	-0.768311879	32.66696851	0.72670631	0.72013772	0.52503687	0.51901966
797	-0.772573982	-0.769454592	32.51321750	-0.785205687	-0.780918946	31.79164063	0.53734684	0.53297921	0.50325230	0.49968206
888	-1.433444846	-1.428934887	37.02834667	-1.384604352	-1.382911148	38.43346448	0.51133680	0.50796005	0.37064564	0.36875192
1305	-0.858786127	-0.859718109	39.22778141	-0.804026831	-0.804787344	40.37483121	0.53659065	0.53898835	0.48578160	0.48767301
1307	-0.870520328	-0.871117965	40.10084792	-0.618361745	-0.616350323	40.57306644	0.57419027	0.57673739	0.53229946	0.53407665
1323	-1.007671395	-1.008402593	38.77167323	-0.990356541	-0.990872584	38.43661239	0.31430469	0.31740026	0.11410380	0.11617534
1332	-0.486638644	-0.482957876	35.55815276	-0.272287941	-0.26781713	34.03600722	1.48673230	1.48432866	1.36937447	1.36403502
1350	-0.632063672	-0.649595521	49.02251301	-0.954917454	-0.957886127	48.52470959	0.85819197	0.86079264	0.69287458	0.69482525
1593	-1.292510207	-1.29203255	36.69188199	-1.277737521	-1.277874831	35.33918597	0.02481134	0.02705336	0.00601083	0.00788669
1680	-1.265605757	-1.264494154	37.79908706	-1.273628097	-1.273266809	36.82963280	0.45386694	0.45388049	0.51546134	0.51465508
1746	-0.884797583	-0.885513858	38.24410681	-1.007253781	-1.006618619	37.95726474	0.35900818	0.35822290	0.23212246	0.23210550
1860	-1.093458541	-1.092931106	38.44447165	-1.039945495	-1.038700355	38.12300031	0.15719513	0.15406364	0.12743262	0.12492086
1938	-1.444234886	-1.444023272	38.98341480	-1.467180101	-1.465420335	38.95910476	0.09177785	0.08554652	0.03036105	0.03522406
1954	-1.139809458	-1.140783614	42.79155928	-1.11138732	-1.112102219	41.90797217	0.25337510	0.25341814	0.15388138	0.15418591
1989	-1.340376265	-1.341223944	35.29611698	-1.441565955	-1.44232622	35.08361331	0.30686998	0.30837675	0.33410467	0.33453902
2070	-1.352059062	-1.350487042	37.23724454	-1.421911325	-1.421095065	38.04522312	0.20496505	0.20376343	0.24968225	0.24877490
2244	-0.576096674	-0.577231609	34.21658392	-0.504643591	-0.508080237	33.14048786	1.32795916	1.33185553	1.00196748	1.00367969
