position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
63	-0.843690949	-0.842699839	35.95626488	-0.950991203	-0.950713387	34.35627838	0.48527183	0.48497882	0.53704804	0.53642039
152	-0.560769233	-0.562032052	37.86618242	-0.761895508	-0.760795987	37.81759898	0.61127187	0.61085490	0.68804555	0.68778003
238	-0.74324679	-0.744700098	33.98536688	-0.498585912	-0.499367471	34.44591688	0.79311910	0.79331269	0.77152702	0.77127059
263	-1.639555681	-1.640573692	39.95549213	-1.752188321	-1.752723883	38.81325511	0.07429403	0.07536065	0.14300264	0.14388875
283	-1.884334572	-1.884541576	38.06632495	-1.865663053	-1.865760641	37.67987795	0.01740068	0.01841338	0.01291815	0.01405765
321	-0.514028368	-0.515963976	41.78941494	-0.67405495	-0.672960768	41.42312521	1.01372815	1.01349053	1.05082841	1.04957944
331	-0.67255668	-0.6716341	30.12649035	-0.539059082	-0.535945818	30.24732064	0.95926630	0.95838186	0.64878845	0.64824024
349	-1.192728699	-1.193372609	51.37654472	-1.376839041	-1.376821659	50.13119466	0.01116881	0.01166212	0.12830249	0.12882432
536	-1.598703688	-1.599015595	45.31455881	-1.606570265	-1.60680376	43.31414628	0.15414795	0.15443789	0.13169157	0.13222835
537	-1.738326635	-1.738561028	36.82380828	-1.736007194	-1.735908254	37.16435361	0.00270208	0.00262891	0.04532451	0.04577617
540	-1.626334884	-1.626148245	36.03168427	-1.633682403	-1.63366678	36.35630070	0.10924278	0.10940188	0.07056947	0.07043063
586	-1.336593052	-1.337312207	36.98792000	-1.312903492	-1.31363633	36.91212719	0.36479256	0.36575552	0.22931501	0.23021936
608	-1.656531453	-1.656744138	38.10367891	-1.596636281	-1.5973374	38.09119016	0.00236853	0.00186337	0.01299845	0.01256782
672	-0.958380584	-0.955428371	39.51276418	-0.880757219	-0.877017115	40.32495698	0.55986939	0.55527137	0.47397315	0.47026698
757	-1.150707984	-1.150114058	46.70591082	-1.173381925	-1.172936726	45.80455289	0.22392138	0.22264476	0.15135111	0.14985771
899	-1.100657519	-1.100464141	42.78596550	-1.076057109	-1.075552679	41.33165745	0.27567461	0.27457950	0.21940104	0.21893335
910	-1.327179842	-1.326885831	41.41048345	-1.29107239	-1.290775653	40.39111416	0.26107754	0.26064722	0.10394612	0.10338741
978	-1.15650469	-1.156406799	35.84811994	-1.066157046	-1.065940112	33.97780020	0.59817511	0.59801381	0.42321338	0.42323334
1057	-1.659285301	-1.659302619	38.07212008	-1.559995492	-1.561920032	38.68444522	0.43970789	0.44047587	0.35665132	0.35696985
1233	-1.160781578	-1.16041271	38.56715099	-1.170917335	-1.17082861	37.89009245	0.06901012	0.06776504	0.08131743	0.08003618
1336	-1.658242609	-1.658175036	37.38848651	-1.748690375	-1.748792643	35.36566833	0.19285973	0.19264943	0.19579997	0.19558486
1431	-0.759499617	-0.759439956	39.58029957	-0.736951966	-0.736861931	37.71919299	0.89638109	0.89555512	0.72003331	0.72037441
1461	-1.66144019	-1.661226315	38.37907848	-1.694163984	-1.694465939	37.57254378	0.35525662	0.35496168	0.23780084	0.23785274
1518	-1.721556405	-1.720609661	38.22765578	-1.641585303	-1.640495413	38.87059634	0.22157917	0.21961460	0.18327122	0.18099731
1541	-0.912028775	-0.914003703	40.82309940	-0.793293595	-0.794876926	39.83743958	0.79049233	0.79381282	0.53189054	0.53446737
1667	-1.598217972	-1.599706037	34.90393515	-1.702588166	-1.703271994	35.97593237	0.26601824	0.26641264	0.25442128	0.25520033
1696	-0.512784226	-0.513408067	42.96586969	-0.666929512	-0.666322313	42.14632370	0.80510981	0.80646273	1.03600699	1.03674152
1731	-0.682362807	-0.682804545	36.32677035	-0.7051459	-0.706355046	34.93136580	1.01486549	1.01641581	0.97858613	0.97973211
1762	-1.240843327	-1.241409761	44.57667018	-1.242845852	-1.242917916	44.38389850	0.05514754	0.05611337	0.06733181	0.06811666
2132	-1.521693115	-1.521903056	37.16668798	-1.595975332	-1.59573107	36.92808240	0.39348938	0.39344516	0.45332457	0.45358887
2145	-1.474562132	-1.475031736	37.10328162	-1.646939177	-1.646895508	37.13865761	0.38257602	0.38250450	0.41331490	0.41347761
2236	-1.630376255	-1.630572649	36.76025222	-1.629123519	-1.629537403	35.94258769	0.06746343	0.06795888	0.07986093	0.08068372
2341	-1.103700252	-1.105706763	38.25832987	-1.14181049	-1.142788942	38.30987941	0.57142756	0.57282176	0.50140601	0.50290829
2366	-1.068202266	-1.066039865	37.75705179	-1.032606336	-1.031176402	36.85310859	0.53317913	0.53158724	0.41878021	0.41718430
2461	-1.182812971	-1.182139349	38.72247832	-1.169713458	-1.169133407	37.90359089	0.30561452	0.30408652	0.31757201	0.31629769
2535	-1.102148314	-1.102374542	35.03402715	-0.938837335	-0.939448882	34.76370390	0.29536085	0.29609885	0.22342325	0.22429954
2638	-1.190598018	-1.190662925	38.81017159	-1.138212931	-1.138777929	39.18091725	0.06614457	0.06835766	0.01715598	0.01905968
2654	-1.430262147	-1.433790679	38.85524491	-1.592795592	-1.593500967	38.23298567	0.15396209	0.15611411	0.09184722	0.09341794
