"position" "RDAvegan_v2.5.2_PRUNED_loading_RDA1" "RDAvegan_v2.5.2_PRUNED_loading_RDA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA1" "RDAvegan_v2.5.2_PRUNED_loading_PCA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA3" "RDAvegan_v2.5.2_ALL_loading_RDA1" "RDAvegan_v2.5.2_ALL_loading_RDA2" "RDAvegan_v2.5.2_ALL_loading_PCA1" "RDAvegan_v2.5.2_ALL_loading_PCA2" "RDAvegan_v2.5.2_ALL_loading_PCA3"
"1" 7 0.0178684562204556 -0.045536031782719 0.0143786380121239 -0.0206366484047559 -0.0221177036320534 0.015733201043147 -0.0381003473015126 0.0147336197019269 -0.0233771202955942 -0.00211672597203644
"2" 15 -0.0250957642459829 -0.0337464945754857 -0.0319288356443396 -0.0186256391532527 -0.0561904639829723 -0.020641922854902 -0.0288068705496773 -0.0207472553280908 0.0136471570277416 0.0397494807667126
"3" 35 -0.0213700942559468 0.00480067607260061 -0.0178669494645714 -0.0457663381459927 0.0291892568605192 -0.0180768897973032 0.00372657747523206 -0.0170356075037577 -0.0203563827865096 0.00100761535143455
"4" 220 -0.0252079441353423 0.0333225246900529 -0.0749694163629591 0.0659301240515641 -0.0304360233874121 -0.0217352151743456 0.0277005439888026 0.023344863722629 -0.0061937432375357 0.00209890582761084
"5" 240 -0.00106023671824791 0.023981234854699 0.0921128847855811 -0.0458577470091135 -0.000745443667447184 -0.00125042629294719 0.020189630293242 -0.0156918977438711 -0.0335802618052144 0.0256440394490336
"6" 261 NA NA NA NA NA 0.0121004947763663 0.030745573171239 0.0205955558327422 0.00718741194447232 -0.0320572630206114
"7" 279 NA NA NA NA NA -0.0113000912485546 -0.0144441461823448 -0.0498657776895686 0.0316815359561272 -0.000126621150554583
"8" 495 -0.0142365000744381 0.0437160217261986 -0.0270722203616076 -0.00946936951716395 -0.0112402889174977 -0.0126459887691754 0.0366209817585707 0.0297252869567136 -0.0296820463317736 0.0166751171865041
"9" 540 -0.00942711243382797 -0.00347306762731043 -0.0351052582161387 -0.0666176465190966 -0.0193643029173815 -0.00789110518285376 -0.00306662361699942 0.0245750176282516 -0.0275238838889223 0.020351816153568
"10" 582 NA NA NA NA NA -0.0310035069153136 -0.0117635333643661 -0.0637428329920467 0.0606099642917838 -0.00476827985614051
"11" 620 0.0100794123122764 -0.0236361375512763 0.0196935862192521 0.120778505327532 0.146660541562093 0.00884440473675237 -0.0197645568325546 -0.0263623364300924 0.0179740684269306 -0.0332929468751741
"12" 721 NA NA NA NA NA 0.0170274221458482 -0.00088127607941993 0.0133807670226011 -0.0247816801396492 0.0488378755754234
"13" 737 0.0294063056063447 -0.00651280256591366 -0.0194923592551306 -0.0479016744106516 -0.0710521803088327 0.0248733061633492 -0.00504945852464428 0.0215935547989019 -0.0132094085701054 0.0704205259306281
"14" 844 NA NA NA NA NA 0.0157052331627971 0.0145620932739304 -0.00768434400204931 -0.0162145826479281 -0.00669262791905827
"15" 885 0.068980150951961 0.00020579361151448 -0.0118742756438978 -0.040442840507756 0.0271810199189987 0.0581162468313393 0.00120062677056714 0.000270344869337681 0.00256827377698456 -0.00301731617162841
"16" 891 0.0214581729241385 -0.00915814966720577 0.0695064277536348 0.034488941465808 0.0119085484482281 0.0182159909920526 -0.00739666059365968 0.0355585430171999 0.0149831160454758 -0.0157286441756635
"17" 912 0.0812706012088399 -0.0279908281378195 -0.0213272760465216 0.0188744174173359 -0.0124410782472876 0.0688914779085878 -0.0223734454381792 0.0308831578942397 -0.0312059314292479 0.0210641354367097
