"position" "RDAvegan_v2.5.2_PRUNED_loading_RDA1" "RDAvegan_v2.5.2_PRUNED_loading_RDA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA1" "RDAvegan_v2.5.2_PRUNED_loading_PCA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA3" "RDAvegan_v2.5.2_ALL_loading_RDA1" "RDAvegan_v2.5.2_ALL_loading_RDA2" "RDAvegan_v2.5.2_ALL_loading_PCA1" "RDAvegan_v2.5.2_ALL_loading_PCA2" "RDAvegan_v2.5.2_ALL_loading_PCA3"
"1" 21 0.0322410005977568 0.0113339471152325 0.0027204744515491 -0.0198078725130617 -0.125506046651322 0.0274675889942735 0.00957652526254668 0.0118094379656216 0.0288320401374014 0.0279425000638584
"2" 113 0.131977502795314 0.0325045293307561 -0.0581065468408401 -0.0312311166927452 -0.00922836717950219 0.112407255221472 0.0273778430974823 0.030198093893201 0.0621737158152139 -0.0311239113185598
"3" 115 -0.0441285255378232 0.0672980953709557 0.0502967222990188 -0.0696729235959133 -0.00753713436950284 -0.0374136440629399 0.0573791976996557 0.0206799981840714 -0.00609209946653433 0.0336167811961564
"4" 379 -0.0159693882772345 -0.0126885960001568 -0.057021086761212 -0.0394347565836816 0.0215930351554979 -0.0136205589392309 -0.0107652271635354 -0.0340403886781177 0.015607589635995 -0.049657518937015
"5" 383 -0.00845390904460598 -0.0281183924832634 0.0344350449121393 0.0351506546611607 0.0247777539508474 -0.00725737984334496 -0.0239151623029335 -0.0245968558008717 0.0225274886295284 0.0124767950970846
"6" 393 0.0844186163961824 -0.0321196179786413 0.00565454345831741 -0.00258570719762051 -0.00980466116672216 0.0717846752339936 -0.0275244300448451 0.0608879941259714 -0.0195822041112857 0.0159784120669195
"7" 417 -0.00114674747356725 0.000526996115471528 0.0339133191911743 0.0871771079860741 -0.0557862703090486 -0.000974928549679973 0.00045107921294406 -0.0320716750221103 -0.0074491730825044 0.0282439490054584
"8" 417 -0.00114674747356725 0.000526996115471528 0.0339133191911743 0.0871771079860741 -0.0557862703090486 0.0320186435843096 -0.0152735949807456 -0.0489074607273185 -0.0478807304316509 0.000295508999488349
"9" 417 0.0376629168061102 -0.0178471523720326 0.0181475259437264 0.00238578983394044 0.0387788102944237 -0.000974928549679973 0.00045107921294406 -0.0320716750221103 -0.0074491730825044 0.0282439490054584
"10" 417 0.0376629168061102 -0.0178471523720326 0.0181475259437264 0.00238578983394044 0.0387788102944237 0.0320186435843096 -0.0152735949807456 -0.0489074607273185 -0.0478807304316509 0.000295508999488349
