"position" "RDAvegan_v2.5.2_PRUNED_loading_RDA1" "RDAvegan_v2.5.2_PRUNED_loading_RDA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA1" "RDAvegan_v2.5.2_PRUNED_loading_PCA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA3" "RDAvegan_v2.5.2_ALL_loading_RDA1" "RDAvegan_v2.5.2_ALL_loading_RDA2" "RDAvegan_v2.5.2_ALL_loading_PCA1" "RDAvegan_v2.5.2_ALL_loading_PCA2" "RDAvegan_v2.5.2_ALL_loading_PCA3"
"1" 42 0.0259597830451933 -0.0790629451345349 0.0392540682358713 0.126739610527094 -0.0206953306836664 0.0223037449982267 -0.0671776827444753 -0.0179417153380675 -0.00616089557987888 -0.0407798813698175
"2" 90 0.0163657299123189 -0.0271748436488423 0.036316986847687 0.00252624144972414 0.0131336812973092 0.0139970940788099 -0.0230688027247655 -0.0615170567856357 -0.0202696295630953 0.081241012991505
"3" 160 NA NA NA NA NA 0.0637299699603991 -0.000818715502982028 0.0315272623313788 0.0138494891521652 -0.0628297149329718
"4" 161 -0.0749197965314121 0.00121031120874601 0.0288852933880363 -0.00408003267683106 0.015688282903993 -0.063729969960406 0.000818715502988579 -0.0315272623313761 -0.0138494891521807 0.062829714932968
"5" 228 0.00393351589309434 0.0299192152668582 -0.113007348219149 0.0292249378570344 -0.0905434586402865 0.00326166570139635 0.0254602652252331 -0.00699329694810042 0.033125354513476 0.012234017783815
"6" 335 NA NA NA NA NA 0.0274182542339606 0.0464016302813529 0.104725074995147 0.0179298673114313 0.00409425942843084
"7" 533 -0.0592665519942872 -0.0329329981472232 0.0849691409104499 0.0633275675732718 0.0586289956946124 -0.0503193095327204 -0.0281794486876516 -0.0218630854595326 0.0102682480468393 0.00879644761926581
"8" 628 -0.0691800129357338 -0.00746621964810321 -0.0320273243358092 -0.101177381453229 -0.00407718668325824 -0.0588233167523626 -0.0065453691428502 0.0147822859747558 0.030084030760194 0.0276038308587292
"9" 634 NA NA NA NA NA 0.0818988171939113 -0.0112874206795929 -0.0205517596913388 -0.0219250432985433 -0.036159109148872
"10" 768 NA NA NA NA NA 0.0818988171939109 -0.0112874206795928 -0.0205517596913341 -0.0219250432985443 -0.0361591091488729
