"position" "RDAvegan_v2.5.2_PRUNED_loading_RDA1" "RDAvegan_v2.5.2_PRUNED_loading_RDA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA1" "RDAvegan_v2.5.2_PRUNED_loading_PCA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA3" "RDAvegan_v2.5.2_ALL_loading_RDA1" "RDAvegan_v2.5.2_ALL_loading_RDA2" "RDAvegan_v2.5.2_ALL_loading_PCA1" "RDAvegan_v2.5.2_ALL_loading_PCA2" "RDAvegan_v2.5.2_ALL_loading_PCA3"
"1" 59 -0.0384247294747005 0.0600472691845357 0.00877385994657798 -0.0983241295925102 -0.0167475508196695 -0.0326006844514361 0.0509481325275632 0.0206815853815274 -0.00428349184504089 -0.00372884839610992
"2" 89 NA NA NA NA NA -0.0108602590242532 0.0169062368903276 -0.00929250407964699 -0.0448889522122808 -0.023683339392405
"3" 130 -0.0202868201833538 -0.0176049073707166 -0.043665811959613 0.0815653639538439 0.0360817374303171 -0.0172127779065171 -0.0149366499891343 -0.0014549906743282 -0.0326043502195902 -0.0628053200970255
"4" 132 0.0118928532543822 0.0176384043829354 0.12619139146254 0.0577643630364526 -0.0220349047394554 0.0100908647082269 0.014965213004247 -0.00608973345933116 0.0081526169095804 0.0130944998762529
"5" 185 0.1011676603556 0.0542664515465818 0.00809867988866086 0.0124051293625424 0.0449198914962561 0.0858372542209331 0.046040995742037 -0.0126737970907527 -0.0106627112906874 -0.0186458244158062
"6" 229 -0.00967975049746419 0.0253751696756882 -0.0247577661598969 -0.00318685622255714 -0.0357851580021214 -0.00821241480838993 0.0215298855537176 0.00412755782084933 0.00993897236899841 -0.011189007382799
"7" 253 0.0619948555185501 0.00633679438157031 -0.000752012947813086 -0.0101650296700153 0.127417904302505 0.052600030495993 0.00537544212313845 0.00961132181638008 -0.0254347160347687 0.00765131290446313
"8" 266 NA NA NA NA NA 0.0347745620983576 -0.00637129502803806 -0.0159971274847557 0.00434165406695756 -0.000899948027754292
"9" 304 NA NA NA NA NA -0.151943377597964 0.0109404998655329 -0.00795732009091363 0.00348632568167245 -0.0710378780745256
"10" 329 0.0460975216411394 0.00277245813988099 -0.0198302864452405 -0.00357190304044828 -0.0443518623383418 0.0391117776800847 0.00235152817169735 -0.0457915024895914 0.0212564628310141 -0.00340066470820758
"11" 380 NA NA NA NA NA 0.00933730485955961 -0.0211165088102161 0.0388849565510342 -0.00888010608544149 -0.0469559463939515
"12" 437 -0.0150689926610024 0.024231919315658 0.123852372379244 0.0185938468657579 0.0617724492705856 -0.0127849704215612 0.0205599789716652 -0.0379256265549038 0.00924660240739727 0.0478420579580141
"13" 536 0.123895162646653 0.00236968824549606 0.0205295060964529 0.0495103640441473 0.0782522635547671 0.105119666182406 0.00200847697803215 -0.0275912330608514 0.0105559320167398 0.0388088657169761
"14" 576 0.0593393263834255 -0.025471404516319 -0.0718097339399021 0.0498738820114212 0.0213125590110862 0.0503463910818265 -0.0216123782637568 0.0226960829569195 -0.020313022554275 -0.0442527816080162
"15" 745 0.0899742938287606 -0.00260036302254729 -0.0294420020821607 0.0666305702942091 0.0305969138996883 0.0763392085394307 -0.00220781921115029 -0.0304713185654129 0.0295030328262612 -0.017768582051121
"16" 895 NA NA NA NA NA 0.00800291128223068 0.00868522149007885 0.0304588859369611 -0.00445046024894281 0.0196903647282716
"17" 1030 0.113040041775278 -0.0211046564620516 0.022220028450459 0.0655844452490416 -0.0167099276640036 0.0959091730974621 -0.0179082937009891 0.00173650468827841 0.00970630819629235 0.0103982599051022
"18" 1031 NA NA NA NA NA -0.0959091730974602 0.017908293700989 -0.00173650468827767 -0.00970630819629237 -0.0103982599051026
"19" 1087 0.0777210530119238 -0.055645627023756 0.00193545068421991 0.00456056535748442 0.0208101518594539 0.0659419706541271 -0.0472141977083639 0.000796491901605337 -0.0337024663257893 0.0313937651094184
